,Lemma_1,Lemma_2,Type,isCognate
398,парный_ADJ,спаривание_NOUN,Однокоренные (совпадение),1
399,запах_NOUN,пахнуть_VERB,Однокоренные (совпадение),1
400,пахучесть_NOUN,пропахнуть_VERB,Однокоренные (совпадение),1
401,запашок_NOUN,попахивать_VERB,Однокоренные (совпадение),1
402,пахучий_ADJ,пахнуть_VERB,Однокоренные (совпадение),1
403,пахнуть_VERB,запахнуть_VERB,Однокоренные (совпадение),1
404,пахнуть_VERB,пропахнуть_VERB,Однокоренные (совпадение),1
405,пахнуть_VERB,запахнуть_VERB,Однокоренные (совпадение),1
406,вспашка_NOUN,вспахивать_VERB,Однокоренные (совпадение),1
407,пахать_VERB,пропахать_VERB,Однокоренные (совпадение),1
408,вспахивание_NOUN,пропахать_VERB,Однокоренные (совпадение),1
409,перепахивать_VERB,перепахивать_VERB,Однокоренные (совпадение),1
410,напахивать_VERB,спахивать_VERB,Однокоренные (совпадение),1
411,паханый_ADJ,пропахивать_VERB,Однокоренные (совпадение),1
412,паховой_ADJ,пах_NOUN,Однокоренные (совпадение),1
413,распахнуть_VERB,запахнуть_VERB,Однокоренные (совпадение),1
414,заполняться_VERB,полниться_VERB,Однокоренные (совпадение),1
415,заполнять_VERB,наполняться_VERB,Однокоренные (совпадение),1
416,дополняться_VERB,заполнять_VERB,Однокоренные (совпадение),1
417,незаполненный_ADJ,наполняемость_NOUN,Однокоренные (совпадение),1
418,выполнять_VERB,перевыполнять_VERB,Однокоренные (совпадение),1
419,невыполнимый_ADJ,исполнять_VERB,Однокоренные (совпадение),1
420,загар_NOUN,гореть_VERB,Однокоренные (чередование),1
421,гарь_NOUN,горелый_ADJ,Однокоренные (чередование),1
422,нагар_NOUN,загорать_VERB,Однокоренные (чередование),1
423,подгорать_VERB,огарок_NOUN,Однокоренные (чередование),1
424,обгорать_VERB,разгар_NOUN,Однокоренные (чередование),1
425,горелый_ADJ,угар_NOUN,Однокоренные (чередование),1
426,перегар_NOUN,выгорание_NOUN,Однокоренные (чередование),1
427,гарь_NOUN,выгорание_NOUN,Однокоренные (чередование),1
428,нагар_NOUN,горелый_ADJ,Однокоренные (чередование),1
429,горелый_ADJ,разгар_NOUN,Однокоренные (чередование),1
430,перегар_NOUN,гореть_VERB,Однокоренные (чередование),1
431,полагать_VERB,полагать_VERB,Однокоренные (чередование),1
432,предлагать_VERB,предлагать_VERB,Однокоренные (чередование),1
433,предполагать_VERB,предположение_NOUN,Однокоренные (чередование),1
434,излагать_VERB,излагать_VERB,Однокоренные (чередование),1
435,возлагать_VERB,возлагать_VERB,Однокоренные (чередование),1
436,распологаться_VERB,располагаться_VERB,Однокоренные (чередование),1
437,изложение_NOUN,прилагать_VERB,Однокоренные (чередование),1
438,закрашивать_VERB,выкрасить_VERB,Однокоренные (чередование),1
439,окрашивание_NOUN,краска_NOUN,Однокоренные (чередование),1
440,покрасить_VERB,красить_VERB,Однокоренные (чередование),1
441,вытирать_VERB,вытирать_VERB,Однокоренные (чередование),1
442,растирать_VERB,растирать_VERB,Однокоренные (чередование),1
443,стирать_VERB,стереть_VERB,Однокоренные (чередование),1
444,обтирать_VERB,обтирать_VERB,Однокоренные (чередование),1
445,запирать_VERB,запирать_VERB,Однокоренные (чередование),1
446,отпирать_VERB,отпирать_VERB,Однокоренные (чередование),1
447,застилать_VERB,застилать_VERB,Однокоренные (чередование),1
448,расстилать_VERB,расстелить_VERB,Однокоренные (чередование),1
449,настилать_VERB,настилать_VERB,Однокоренные (чередование),1
450,подстилать_VERB,подстилать_VERB,Однокоренные (чередование),1
451,подстилать_VERB,застилать_VERB,Однокоренные (чередование),1
452,настилать_VERB,расстелить_VERB,Однокоренные (чередование),1
453,расстилать_VERB,подстилать_VERB,Однокоренные (чередование),1
454,приносить_VERB,приносить_VERB,Однокоренные (чередование),1
455,носить_VERB,перенести_VERB,Однокоренные (чередование),1
456,приносить_VERB,приносить_VERB,Однокоренные (чередование),1
457,уносить_VERB,уносить_VERB,Однокоренные (чередование),1
458,приносить_VERB,проносить_VERB,Однокоренные (чередование),1
459,умирать_VERB,умерший_NOUN,Однокоренные (чередование),1
460,замирать_VERB,замирать_VERB,Однокоренные (чередование),1
461,обмирать_VERB,обмирать_VERB,Однокоренные (чередование),1
462,умирать_VERB,умирать_VERB,Однокоренные (чередование),1
463,умирать_VERB,умерший_NOUN,Однокоренные (чередование),1
464,умирающий_NOUN,умирать_VERB,Однокоренные (чередование),1
465,помирать_VERB,умирать_VERB,Однокоренные (чередование),1
466,вымирать_VERB,вымирать_VERB,Однокоренные (чередование),1
467,дорогой_ADJ,дорожать_VERB,Однокоренные (чередование),1
468,дорога_NOUN,дорожный_ADJ,Однокоренные (чередование),1
469,подорожать_VERB,дороговизна_NOUN,Однокоренные (чередование),1
470,нога_NOUN,ножной_ADJ,Однокоренные (чередование),1
471,нога_NOUN,ножка_NOUN,Однокоренные (чередование),1
472,нога_NOUN,ножища_NOUN,Однокоренные (чередование),1
473,безногий_ADJ,ноженька_NOUN,Однокоренные (чередование),1
474,ложь_NOUN,лжец_NOUN,Однокоренные (чередование),1
475,ложь_NOUN,лгать_VERB,Однокоренные (чередование),1
476,лжец_NOUN,лгун_NOUN,Однокоренные (чередование),1
477,вскакивать_VERB,вприскочку_ADV,Однокоренные (чередование),1
478,выскакать_VERB,вскакивать_VERB,Однокоренные (чередование),1
479,перескакивать_VERB,выскочить_VERB,Однокоренные (чередование),1
480,подскакивать_VERB,выскочка_NOUN,Однокоренные (чередование),1
481,отскакивать_VERB,проскочить_VERB,Однокоренные (чередование),1
482,ускакивать_VERB,проскочить_VERB,Однокоренные (чередование),1
483,проскакивать_VERB,заскакивать_VERB,Однокоренные (чередование),1
484,прискакивать_VERB,подскакивать_VERB,Однокоренные (чередование),1
485,обскакивать_VERB,соскакивать_VERB,Однокоренные (чередование),1
486,приклонять_VERB,прикланяться_VERB,Однокоренные (чередование),1
487,склонение_NOUN,кланяться_VERB,Однокоренные (чередование),1
488,поклон_NOUN,покланяться_VERB,Однокоренные (чередование),1
489,клонить_VERB,раскланиваться_VERB,Однокоренные (чередование),1
490,поклонение_NOUN,кланяться_VERB,Однокоренные (чередование),1
491,уклончивость_NOUN,откланиваться_VERB,Однокоренные (чередование),1
492,преклоняться_VERB,кланяться_VERB,Однокоренные (чередование),1
493,стелить_VERB,застилать_VERB,Однокоренные (чередование),1
494,пловец_NOUN,плавать_VERB,Однокоренные (чередование),1
495,пловец_NOUN,поплавок_NOUN,Однокоренные (чередование),1
496,плавание_NOUN,заплывать_VERB,Однокоренные (чередование),1
497,проплывать_VERB,плавать_VERB,Однокоренные (чередование),1
498,пловец_NOUN,плавать_VERB,Однокоренные (чередование),1
499,заплыв_NOUN,пловчиха_NOUN,Однокоренные (чередование),1
500,плыть_VERB,плавать_VERB,Однокоренные (чередование),1
501,заплыв_NOUN,плавать_VERB,Однокоренные (чередование),1
502,коса_NOUN,скашивать_VERB,Однокоренные (чередование),1
503,касание_NOUN,касаться_VERB,Однокоренные (чередование),1
504,прикосновение_NOUN,касательная_NOUN,Однокоренные (чередование),1
505,касаться_VERB,соприкасаться_VERB,Однокоренные (чередование),1
506,касаться_VERB,касаться_VERB,Однокоренные (чередование),1
507,соприкосновение_NOUN,касаться_VERB,Однокоренные (чередование),1
508,растение_NOUN,росток_NOUN,Однокоренные (чередование),1
509,расти_VERB,выращивать_VERB,Однокоренные (чередование),1
510,заросль_NOUN,выращивать_VERB,Однокоренные (чередование),1
511,вырастать_VERB,подрастать_VERB,Однокоренные (чередование),1
512,собирать_VERB,собирать_VERB,Однокоренные (чередование),1
513,выбирать_VERB,выбирать_VERB,Однокоренные (чередование),1
514,убирать_VERB,убирать_VERB,Однокоренные (чередование),1
515,забирать_VERB,собирательный_ADJ,Однокоренные (чередование),1
516,отбирать_VERB,отбирать_VERB,Однокоренные (чередование),1
517,перебирать_VERB,перебирать_VERB,Однокоренные (чередование),1
518,раздирать_VERB,раздирать_VERB,Однокоренные (чередование),1
519,сдирать_VERB,сдирать_VERB,Однокоренные (чередование),1
520,раздирать_VERB,выдергивать_VERB,Однокоренные (чередование),1
521,выдирать_VERB,удирать_VERB,Однокоренные (чередование),1
522,вздирать_VERB,вздергивать_VERB,Однокоренные (чередование),1
523,блистать_VERB,блестеть_VERB,Однокоренные (чередование),1
524,блестка_NOUN,блистание_NOUN,Однокоренные (чередование),1
525,блестящий_ADJ,блистательный_ADJ,Однокоренные (чередование),1
526,заблестеть_VERB,поблистать_VERB,Однокоренные (чередование),1
527,заблестеть_VERB,блистательный_ADJ,Однокоренные (чередование),1
528,выжигать_VERB,возжигать_VERB,Однокоренные (чередование),1
529,разжигать_VERB,возжигание_NOUN,Однокоренные (чередование),1
530,прожигать_VERB,розжиг_NOUN,Однокоренные (чередование),1
531,зажигать_VERB,сжигать_VERB,Однокоренные (чередование),1
532,обжигаться_VERB,зажигалка_NOUN,Однокоренные (чередование),1
533,сжигать_VERB,сжигать_VERB,Однокоренные (чередование),1
534,заря_NOUN,заря_NOUN,Однокоренные (чередование),1
535,озаряться_VERB,зоревать_VERB,Однокоренные (чередование),1
536,зарево_NOUN,зоревый_ADJ,Однокоренные (чередование),1
537,озарять_VERB,зоренька_NOUN,Однокоренные (чередование),1
538,зарница_NOUN,зорька_NOUN,Однокоренные (чередование),1
539,заря_NOUN,зоревый_ADJ,Однокоренные (чередование),1
540,озаряться_VERB,зорька_NOUN,Однокоренные (чередование),1
541,подсчитывать_VERB,зачет_NOUN,Однокоренные (чередование),1
542,вычитать_VERB,вычет_NOUN,Однокоренные (чередование),1
543,посчитать_VERB,зачитывать_VERB,Однокоренные (чередование),1
544,вычитать_VERB,вычитать_VERB,Однокоренные (чередование),1
545,подсчитывать_VERB,подсчет_NOUN,Однокоренные (чередование),1
546,посчитать_VERB,вычет_NOUN,Однокоренные (чередование),1
547,вычитать_VERB,зачет_NOUN,Однокоренные (чередование),1
548,вычитать_VERB,зачитывать_VERB,Однокоренные (чередование),1
549,подсчитывать_VERB,вычитать_VERB,Однокоренные (чередование),1
550,посчитать_VERB,подсчет_NOUN,Однокоренные (чередование),1
551,распахиваться_VERB,распашной_ADJ,Однокоренные (чередование),1
552,распахивать_VERB,распашонка_NOUN,Однокоренные (чередование),1
553,бегать_VERB,бежать_VERB,Однокоренные (чередование),1
554,разбегаться_VERB,разбегаться_VERB,Однокоренные (чередование),1
555,бежать_VERB,пробежка_NOUN,Однокоренные (чередование),1
556,перебегать_VERB,перебежать_VERB,Однокоренные (чередование),1
557,разбегаться_VERB,пробежка_NOUN,Однокоренные (чередование),1
558,перебегать_VERB,бежать_VERB,Однокоренные (чередование),1
559,бежать_VERB,разбегаться_VERB,Однокоренные (чередование),1
560,вода_NOUN,жидкость_NOUN,Синонимы,0
561,коса_NOUN,хвост_NOUN,Синонимы,0
562,зябь_NOUN,поле_NOUN,Синонимы,0
563,нож_NOUN,кинжал_NOUN,Синонимы,0
564,буря_NOUN,метель_NOUN,Синонимы,0
565,горе_NOUN,беда_NOUN,Синонимы,0
566,горе_NOUN,трагедия_NOUN,Синонимы,0
567,гореть_VERB,пылать_VERB,Синонимы,0
568,ложь_NOUN,неправда_NOUN,Синонимы,0
569,лжец_NOUN,обманщик_NOUN,Синонимы,0
570,вранье_NOUN,обман_NOUN,Синонимы,0
571,врать_VERB,лгать_VERB,Синонимы,0
572,обманывать_VERB,наврать_VERB,Синонимы,0
573,стильный_ADJ,модный_ADJ,Синонимы,0
574,пригорок_NOUN,холм_NOUN,Синонимы,0
575,пиршество_NOUN,торжество_NOUN,Синонимы,0
576,пир_NOUN,застолье_NOUN,Синонимы,0
577,моряк_NOUN,матрос_NOUN,Синонимы,0
578,летчик_NOUN,пилот_NOUN,Синонимы,0
579,любой_ADJ,всякий_ADJ,Синонимы,0
580,гора_NOUN,скала_NOUN,Синонимы,0
581,зябко_ADV,холодно_ADV,Синонимы,0
582,зябко_ADV,промозгнуть_VERB,Синонимы,0
583,дорогой_ADJ,ценный_ADJ,Синонимы,0
584,запах_NOUN,аромат_NOUN,Синонимы,0
585,поклон_NOUN,реверанс_NOUN,Синонимы,0
586,заря_NOUN,рассвет_NOUN,Синонимы,0
587,росток_NOUN,побег_NOUN,Синонимы,0
588,отросток_NOUN,стебель_NOUN,Синонимы,0
589,популярность_NOUN,известность_NOUN,Синонимы,0
590,активный_ADJ,деятельный_ADJ,Синонимы,0
591,потенциальный_ADJ,возможный_ADJ,Синонимы,0
592,секретный_ADJ,тайный_ADJ,Синонимы,0
593,социальный_ADJ,общественный_ADJ,Синонимы,0
594,толерантность_NOUN,терпимость_NOUN,Синонимы,0
595,эксклюзивный_ADJ,исключительный_ADJ,Синонимы,0
596,абсолютный_ADJ,совершенный_ADJ,Синонимы,0
597,анализ_NOUN,разбор_NOUN,Синонимы,0
598,вариант_NOUN,разновидность_NOUN,Синонимы,0
599,гипотетический_ADJ,предположительный_ADJ,Синонимы,0
600,демонстрация_NOUN,показ_NOUN,Синонимы,0
601,диалог_NOUN,беседа_NOUN,Синонимы,0
602,дискомфорт_NOUN,неудобство_NOUN,Синонимы,0
603,интернациональный_ADJ,международный_ADJ,Синонимы,0
604,комфортабельный_ADJ,удобный_ADJ,Синонимы,0
605,максимальный_ADJ,большой_ADJ,Синонимы,0
606,натуральный_ADJ,естественный_ADJ,Синонимы,0
607,негативный_ADJ,отрицательный_ADJ,Синонимы,0
608,стабильность_NOUN,устойчивость_NOUN,Синонимы,0
609,фактический_ADJ,действительный_ADJ,Синонимы,0
610,тихий_ADJ,бесшумный_ADJ,Синонимы,0
611,аргумент_NOUN,довод_NOUN,Синонимы,0
612,гуманность_NOUN,человечность_NOUN,Синонимы,0
613,деструктивный_ADJ,разрушительный_ADJ,Синонимы,0
614,детальный_ADJ,подробный_ADJ,Синонимы,0
615,дискуссия_NOUN,спор_NOUN,Синонимы,0
616,криминальный_ADJ,преступный_ADJ,Синонимы,0
617,мобильность_NOUN,подвижность_NOUN,Синонимы,0
618,моментальный_ADJ,мгновенный_ADJ,Синонимы,0
619,монумент_NOUN,памятник_NOUN,Синонимы,0
620,приватный_ADJ,частный_ADJ,Синонимы,0
621,прогноз_NOUN,предсказание_NOUN,Синонимы,0
622,прогресс_NOUN,продвижение_NOUN,Синонимы,0
623,реставрация_NOUN,восстановление_NOUN,Синонимы,0
624,стагнация_NOUN,застой_NOUN,Синонимы,0
625,сфера_NOUN,область_NOUN,Синонимы,0
626,фундаментальный_ADJ,основополагающий_ADJ,Синонимы,0
627,хобби_NOUN,увлечение_NOUN,Синонимы,0
628,эксперимент_NOUN,опыт_NOUN,Синонимы,0
629,популярный_ADJ,распространять_VERB,Синонимы,0
630,муж_NOUN,супруг_NOUN,Синонимы,0
631,жена_NOUN,супруга_NOUN,Синонимы,0
632,желание_NOUN,стремление_NOUN,Синонимы,0
633,истина_NOUN,правда_NOUN,Синонимы,0
634,факт_NOUN,действительность_NOUN,Синонимы,0
635,мороз_NOUN,стужа_NOUN,Синонимы,0
636,мороз_NOUN,холод_NOUN,Синонимы,0
637,стоимость_NOUN,цена_NOUN,Синонимы,0
638,врач_NOUN,медик_NOUN,Синонимы,0
639,доктор_NOUN,лекарь_NOUN,Синонимы,0
640,тьма_NOUN,мрак_NOUN,Синонимы,0
641,оригинальность_NOUN,неординарность_NOUN,Синонимы,0
642,статья_NOUN,публикация_NOUN,Синонимы,0
643,доклад_NOUN,речь_NOUN,Синонимы,0
644,смех_NOUN,хохот_NOUN,Синонимы,0
645,анекдот_NOUN,шутка_NOUN,Синонимы,0
646,разговорный_ADJ,словесный_ADJ,Синонимы,0
647,болезнь_NOUN,недуг_NOUN,Синонимы,0
648,преподаватель_NOUN,насставник_NOUN,Синонимы,0
649,учитель_NOUN,ментор_NOUN,Синонимы,0
650,участок_NOUN,территория_NOUN,Синонимы,0
651,договор_NOUN,контракт_NOUN,Синонимы,0
652,соглашение_NOUN,сделка_NOUN,Синонимы,0
653,соревнование_NOUN,конкурс_NOUN,Синонимы,0
654,турнир_NOUN,состязание_NOUN,Синонимы,0
655,мать_NOUN,мама_NOUN,Синонимы,0
656,отец_NOUN,папа_NOUN,Синонимы,0
657,помощь_NOUN,поддержка_NOUN,Синонимы,0
658,коллега_NOUN,партнер_NOUN,Синонимы,0
659,замена_NOUN,ротация_NOUN,Синонимы,0
660,просьба_NOUN,заявка_NOUN,Синонимы,0
661,закат_NOUN,заход_NOUN,Синонимы,0
662,ужас_NOUN,кошмар_NOUN,Синонимы,0
663,метод_NOUN,способ_NOUN,Синонимы,0
664,труп_NOUN,мертвец_NOUN,Синонимы,0
665,теплица_NOUN,парник_NOUN,Синонимы,0
666,оранжерея_NOUN,парник_NOUN,Синонимы,0
667,анкета_NOUN,бланк_NOUN,Синонимы,0
668,путешествие_NOUN,экспедиция_NOUN,Синонимы,0
669,план_NOUN,схема_NOUN,Синонимы,0
670,провод_NOUN,кабель_NOUN,Синонимы,0
671,экран_NOUN,дисплей_NOUN,Синонимы,0
672,разговор_NOUN,общение_NOUN,Синонимы,0
673,термин_NOUN,понятие_NOUN,Синонимы,0
674,мусор_NOUN,отходы_NOUN,Синонимы,0
675,положительный_ADJ,хороший_ADJ,Синонимы,0
676,контроль_NOUN,управление_NOUN,Синонимы,0
677,пара_NOUN,дуэт_NOUN,Синонимы,0
678,модель_NOUN,макет_NOUN,Синонимы,0
679,макет_NOUN,образец_NOUN,Синонимы,0
680,звезда_NOUN,знаменитость_NOUN,Синонимы,0
681,сумка_NOUN,портфель_NOUN,Синонимы,0
682,громкий_ADJ,шумный_ADJ,Синонимы,0
683,золотой_ADJ,дорогой_ADJ,Синонимы,0
684,умный_ADJ,интеллектуальный_ADJ,Синонимы,0
685,гуттаперчевый_ADJ,гибкий_ADJ,Синонимы,0
686,любимый_ADJ,обожать_VERB,Синонимы,0
687,зрелый_ADJ,взрослый_NOUN,Синонимы,0
688,веселие_NOUN,радость_NOUN,Синонимы,0
689,луна_NOUN,месяц_NOUN,Синонимы,0
690,актер_NOUN,артист_NOUN,Синонимы,0
691,добрый_ADJ,добросердечный_ADJ,Синонимы,0
692,банально_ADV,заурядно_ADV,Синонимы,0
693,тривиальный_ADJ,неоригинально_ADV,Синонимы,0
694,раздражать_VERB,сердить_VERB,Синонимы,0
695,восторг_NOUN,ликование_NOUN,Синонимы,0
696,циничный_ADJ,безнравственный_ADJ,Синонимы,0
697,состоятельность_NOUN,зажиточность_NOUN,Синонимы,0
698,оригинальный_ADJ,самобытный_ADJ,Синонимы,0
699,лапидарный_ADJ,лаконичный_ADJ,Синонимы,0
